[08-Nov-25 00:10:08] Open DHCP Server Version 1.84 Linux Build 1058 Starting...
[08-Nov-25 00:10:10] Starting DHCP Service
[08-Nov-25 00:10:11] Logging: Normal
[08-Nov-25 00:10:11] icon file: /home/tando/Scriptsie/opendhcp/opendhcp.png
[08-Nov-25 00:10:11] exe file: /home/tando/Scriptsie/opendhcp/opendhcpd
[08-Nov-25 00:10:11] ini file: /home/tando/Scriptsie/opendhcp/opendhcp.ini
[08-Nov-25 00:10:11] log file: /home/tando/Scriptsie/opendhcp/log/opendhcp%Y%m%d.log
[08-Nov-25 00:10:11] state file: /home/tando/Scriptsie/opendhcp/opendhcp.state
[08-Nov-25 00:10:11] Default Lease: 36000 (sec)
[08-Nov-25 00:10:11] Server Name: tando-Latitude-5480
[08-Nov-25 00:10:11] Lease Status URL: http://192.168.7.1:6789
[08-Nov-25 00:10:11] Listening On: 192.168.7.1
[08-Nov-25 00:18:45] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 01:55:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 01:56:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 01:57:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 01:58:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 01:59:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:00:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:03:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:12:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:13:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:14:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:16:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:18:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:20:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:21:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:27:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:28:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:29:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:30:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:31:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:33:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:36:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:37:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:39:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:40:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:42:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:44:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:45:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:49:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:50:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:51:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:52:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:53:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:54:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:55:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:56:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:57:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 02:59:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:01:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:02:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:05:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:06:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:09:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:10:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:11:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:12:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:13:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:14:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:16:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:17:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:19:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:20:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:21:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:22:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:23:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:24:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:26:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:27:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:28:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:29:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:33:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:34:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:36:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:37:21] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:38:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:41:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:42:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:43:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:44:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:45:22] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:50:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:51:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:53:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:54:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:56:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 03:57:23] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:01:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:02:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:03:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:05:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:07:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:09:24] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:11:25] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:14:25] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 04:16:32] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 04:16:46] Server Name: tando-Latitude-5480
[08-Nov-25 04:16:46] Listening On: 192.168.7.1
[08-Nov-25 04:16:46] Lease Status URL: http://192.168.7.1:6789
[08-Nov-25 04:17:26] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 04:17:28] Warning: Section [HTTP_INTERFACE], HTTPServer=192.168.7.1:6789 not available, ignored
[08-Nov-25 04:17:28] No Static Interface ready, Waiting...
[08-Nov-25 12:12:39] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 12:12:39] Warning: Section [HTTP_INTERFACE], HTTPServer=192.168.7.1:6789 not available, ignored
[08-Nov-25 12:12:39] No Static Interface ready, Waiting...
[08-Nov-25 12:15:19] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 12:15:19] Server Name: tando-Latitude-5480
[08-Nov-25 12:15:19] Lease Status URL: http://192.168.7.1:6789
[08-Nov-25 12:15:19] Listening On: 192.168.7.1
[08-Nov-25 13:05:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:05:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:06:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:07:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:08:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:09:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:10:56] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:11:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:12:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:13:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:14:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:15:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:16:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:17:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:18:57] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:19:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:20:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:21:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:22:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:23:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:24:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:25:58] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:27:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:28:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:29:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:30:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:31:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:32:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:33:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:34:59] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:36:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:37:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:38:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:39:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:40:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:41:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:43:00] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:44:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:45:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:46:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:47:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:48:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:49:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:50:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:51:01] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:52:02] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:54:02] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:55:02] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 13:58:02] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:04:03] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:08:03] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:10:04] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:11:04] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:12:04] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:13:04] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:14:04] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:21:05] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:22:05] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:24:05] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:25:05] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:29:06] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:30:06] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:31:06] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:35:07] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:37:07] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:40:07] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:41:07] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:42:07] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:43:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:44:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:45:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:46:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:47:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:48:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:50:08] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:52:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:53:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:55:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:56:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:57:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:58:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 14:59:09] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:00:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:01:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:02:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:03:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:05:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:06:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:08:10] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:09:11] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:10:11] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:11:11] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:14:11] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:16:11] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:18:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:19:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:20:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:23:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:24:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:25:12] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:26:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:28:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:30:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:31:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:32:13] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:35:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:36:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:38:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:40:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:41:14] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:44:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:45:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:46:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:47:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:50:15] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:53:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:55:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 15:59:16] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:04:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:05:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:06:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:07:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:08:17] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:10:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:12:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:13:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:14:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:16:18] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:18:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:19:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:20:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:21:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:22:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:23:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:25:19] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:28:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:29:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:30:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:31:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:32:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:33:20] HTTP Client 192.168.7.1, Message Receive failed
[08-Nov-25 16:34:00] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 16:34:02] Warning: Section [HTTP_INTERFACE], HTTPServer=192.168.7.1:6789 not available, ignored
[08-Nov-25 16:34:02] No Static Interface ready, Waiting...
[08-Nov-25 20:32:08] Network changed, re-detecting Listening Interfaces..
[08-Nov-25 20:32:08] Warning: Section [HTTP_INTERFACE], HTTPServer=192.168.7.1:6789 not available, ignored
[08-Nov-25 20:32:08] No Static Interface ready, Waiting...
[08-Nov-25 20:32:26] Closing Network Connections...
[08-Nov-25 20:32:26] Closing Network Connections...
[08-Nov-25 20:32:27] OpenDHCP Server Stopped !

[08-Nov-25 20:32:27] OpenDHCP Server Stopped !

